Canonical_Isomeric_SMILES(sources: PubChem_ChEMBL_and_EMBL-EBI),CHEMBL_synonyms_PubChem_SID,Label: 0-Inactive  1-Active 
C1CCN(C1)C23CC(C(C(C2)C4=CC=CC=C4)C(C3)OC(=O)C5=CC=NC=C5)C6=CC=CC=C6,CHEMBL518167,1
C[C@@H]1CC[C@H]([C@]23[C@H]1CC[C@](C=C2)(OO3)C)[C@@H](C)COC,CHEMBL55443,1
CC(C(=O)NC1=C(C=CC(=C1)C(F)(F)F)N2C=NC=N2)OC3=CC=C(C=C3)Cl,CHEMBL548610,1
CCC(CC)CC1(C[C@@]2(CCO[C@@H]2OO1)C)C,CHEMBL1818626,1
C1CN(CCN1CCCNC2=C3C=CC(=CC3=NC=C2)Cl)CCCNC(=O)C4=CC=C(C=C4)OC5=CC=CC=C5,CHEMBL242519,1
CC(C)(C)N1C(=NN=N1)C(C2=CC(=CC=C2)NC3=C4C=CC(=CC4=NC=C3)Cl)N5CCCCC5,CHEMBL2413883,1
CC1=CC=C(C=C1)S(=O)(=O)O.C1CC2(CCC1CC(=O)N3CCNCC3)OC4(C5CC6CC(C5)CC4C6)OO2,CHEMBL571321,1
CCOC(=O)CN1CCC2(CC(C1C(C2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N(C)C,CHEMBL482882,1
COC(=O)C(=C)[C@@H]1[C@H](C[C@@]2(COC(=O)C(=C)[C@@H]2[C@H]1O)C=C)OC(=O)C(=C)CO,CHEMBL1172876,1
CC1=CC(=C2C(=C1C3=C(C(=C(C=C3O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(=O)C)O)C(=O)C5=C(C2=O)C(=CC=C5)O)O,CHEMBL447622,1
CC(CCCNC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)N)NC1=C2C(=CC(=C1)OC)C=CC=N2,CHEMBL2022094,1
C[N+]1=C2C=CC(=CC2=CC3=C1C4=CC=CC=C4S3)C(=O)O.[I-],CHEMBL375194,1
C1=CC2=C(C=C1C(=N)N)OC(=C2)CCC3=CC4=C(O3)C=CC(=C4)C(=N)N,CHEMBL395618,1
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C(N)N)N=C(N)N,CHEMBL77633,1
C1CC2(CCC1CC3=NC=CN3)OC4(C5CC6CC(C5)CC4C6)OO2,CHEMBL232339,1
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC[C@@H]5[C@H](C[C@@H](O5)N6C=C(C(=O)NC6=O)C)N=[N+]=[N-])C,CHEMBL2071262,1
CCCN1CC2=C(C=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl)NC1,CHEMBL2181207,1
C1=CC=C(C=C1)N2C(=O)C(=O)N(C2=S)CCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL468137,1
C1=CC(=CC=C1N=C(N)N)OC2=CC=C(C=C2)N=C(N)N,CHEMBL243288,1
C1C(N(N=C1C2=CC=C(C=C2)O)C(=O)C3=CN=CC=C3)C4=CC=CC=C4,CHEMBL571770,1
CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)OC)C,CHEMBL32838,1
COC1=CC=C(C=C1)C2=CC(=NC(=N2)N)C3=C(C=C(C=C3)OC)O,CHEMBL1951393,1
CC1=C(C(CCC1)(C)C)CC/C(=C/CC[C@]2(CC[C@H](OO2)[C@@H](C)C(=O)O)C)/C,CHEMBL514368,1
C1=CC2=NN=C(N2C=C1)SC3=NC=NC4=C3C=CS4,CHEMBL2089272,1
CN1C(=O)C2=CC=CC=C2C(=N1)CC3=CC(=C(C(=C3)OC)OC)OC,CHEMBL308666,1
CC1=NN(C(=C1)C(F)(F)F)C2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL379675,1
CCOC(=O)C1=C(CSC1=NC2=CC=C(C=C2)S(F)(F)(F)(F)F)O,CHEMBL2431504,1
C[C@@H]1CCC2[C@@]3(CO3)C(O[C@H]4[C@@]25C1CC[C@](O4)(OO5)C)O,CHEMBL84611,1
CC1=CC=C(C=C1)C2=NN(C=C2C3CC(=NN3C(=O)C)C4=CC=CC=C4)C5=CC=C(C=C5)Br,CHEMBL3416396,1
COCCNCC(CN1C2=C(C=C(C=C2)Cl)C3=C1C=CC(=C3)Cl)O,CHEMBL527730,1
CC1=CC2=CC=CC=C2N1CC(=O)N3CC(OC4=CC=CC=C43)C(=O)N5CCCCC5,CHEMBL531497,1
CC1=C(C=C(C=C1)NC(=O)NC2=CC3=C(C=C(N=C3C=C2)C)NC(=O)C4=CC=CO4)Cl,CHEMBL462684,1
CN(C)C1=CC=C(C=C1)NC2=C3C=CC(=CC3=NC4=C2C=CC(=C4)N)N,CHEMBL37404,1
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=CC(=C3)C,CHEMBL561853,1
C1=CC=C(C=C1)CNCC(C2=CC(=C(C=C2)Cl)Cl)O,CHEMBL3298390,1
C[C@@H]1[C@H]2[C@H](CC3=C1C=CO3)[C@]4(CCCC([C@@H]4[C@H]([C@@H]2OC(=O)C)OC(=O)C)(C)C)C,CHEMBL514599,1
CC(C)N\1CC(=O)N/C1=N\C(=NC2=CC(=C(C=C2)Cl)Cl)N3CCCCC3,CHEMBL1830388,1
CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=O)C2=CC=C(C=C2)C(C)(C)C)O,CHEMBL200801,1
CC(=O)N1C(CC(=N1)C2=CC3=CC=CC=C3OC2=O)C4=CC(=C(C=C4)OC)OC,CHEMBL1210259,1
CC1=CC=C(C=C1)N2C(=C3C(=NN=C(C3=N2)Cl)C)C,CHEMBL1450733,1
CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)S)C(C)C,CHEMBL450466,1
C1=CC2=C(C(=C1)Cl)NC(=C2C=NCCCNC3=C4C=CC(=CC4=NC=C3)Cl)O,CHEMBL1689614,1
CC(CCCNC(=O)C[C@H](C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)N)NC1=C2C(=CC(=C1)OC)C=CC(=N2)C(C)(C)C,CHEMBL2022355,1
CCN1CCN(CC1)C2=NC(=NC=C2)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL3819008,1
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)OC,CHEMBL494143,1
COC1=C(C(=CC=C1)OC)C2=CN(N=N2)CCCCCC(=O)NO,CHEMBL476904,1
C/C=C(/CO)\C(=O)O[C@H]1[C@H]2[C@@H](C[C@H]([C@H]3[C@]1(C(=O)C=C3)C)C)OC(=O)C2=C,CHEMBL517775,1
CC1=[N+](C2=CC=CC=C2C(=C1O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)[O-],CHEMBL574536,1
C1CCC2(C(C1)C3CCCCC3(OO2)O)O,CHEMBL60144,1
CC1=CC=C(C=C1)S(=O)(=O)O.C1CC2(CCC1CC(=O)NCCN)OC3(C4CC5CC(C4)CC3C5)OO2,CHEMBL568805,1
CCN1C=C(C(=O)C2=CC(=C(C=C21)N(C)CCC3=CC(=C(C=C3)OC)OC)F)C(=O)OCC,CHEMBL530973,1
CC1=C(C(=O)C=CN1CCCCNC2=C3C=CC(=CC3=NC=C2)Cl)OC,CHEMBL2407835,1
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)C2=CC=C(C=C2)N3C=CC=N3,CHEMBL523924,1
C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@@H]1O2,CHEMBL399036,1
C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CN(N=N3)CCCCCCC(=O)NO,CHEMBL477101,1
CCOC(=O)C1=CC2=C(C(=CC(=C2)C3OCC(OO3)C(=C)C4=CC=C(C=C4)Br)C)OC1=O,CHEMBL2029937,1
CC1=CC=CC=C1NC2=NC(=NC(=N2)N3CCN(CC3)CCNC4=C5C=CC(=CC5=NC=C4)Cl)NC6CCCCC6,CHEMBL444415,1
CC(C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O)O,CHEMBL294323,1
CC1(CC2=C(CN1CC3=CC=CC=C3)C(=CC(=C2I)OC)OC)C,CHEMBL486630,1
CC1=NC2=C(C=C1)C(=CC(=C2OCC(C)CCNCC3=CC=C(C=C3)Cl)Cl)Cl,CHEMBL2314404,1
COC1=CC(=CC(=C1)NC2=NC(=NC(=N2)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl)N5CCOCC5)OC,CHEMBL593652,1
C1=CC=C2C(=C1)C=CC=C2C(C/C(=N/N=C/C3=CC=CO3)/N)O,CHEMBL3335105,1
C[C@@H]1CCC2[C@H]([C@@H](O[C@H]3C24[C@H]1CCC(O3)(OO4)C)OC(CCC(=O)O)C5=CC=C(C=C5)Cl)C,CHEMBL31463,1
CC(CCCNC(=O)C[C@@H](C(=O)O)NC(=O)[C@H](CCCCN)N)NC1=C2C(=CC(=C1)OC)C=CC=N2,CHEMBL2022102,1
COC1=CC=C(C=C1)NC2=NC(=NC=C2)NCCCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL3353677,1
CN(C)C12CCNC([C@@H](C1)C3=CC=CC=C3)[C@@H](C2)C4=CC=CC=C4,CHEMBL515185,1
C1CCN(C1)C23CC(C(C(C2)C4=CC=C(C=C4)Cl)/C(=N\O)/C3)C5=CC=C(C=C5)Cl,CHEMBL219749,1
CN1CCC(CC1)NCC2=CC(=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NCC4=CC=CC=C4,CHEMBL545853,1
CS(=O)(=O)O.C1CC2(CCC1CNC(=O)C(=O)N3CCNCC3)OC4(C5CC6CC(C5)CC4C6)OO2,CHEMBL590831,1
C=CC(/C=C/C1=CC=C(C=C1)F)C2=CC=C(C=C2)F,CHEMBL200131,1
C1=CC=C(C=C1)COC2=CC(=C(C=C2)C3=NC(=NC(=C3)C4=CC=C(C=C4)F)N)O,CHEMBL2299104,1
C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,CHEMBL123292,1
CCC(C)C(=O)O[C@H]1C=C2CCN3[C@H]2[C@@H]([C@@H]1OC(=O)C(C)CC)C4=CC5=C(C=C4C3)OCO5,CHEMBL1173679,1
CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)C3=CC=C(C=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O,CHEMBL1649699,1
CC1=NC2=NC(=NN2C(=C1)NC3=CC4=CC=CC=C4C=C3)C(F)(F)F,CHEMBL3828604,1
CN(C1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)N,CHEMBL397824,1
CC(C)N\1C(=O)C(=O)N/C1=N\C(=NC2C3CC4CC(C3)CC2C4)NC5=CC(=C(C=C5)Cl)Cl,CHEMBL1673020,1
COC1=CC(=C(C=C1)C(C=C)/C=C/C2=C(C=C(C=C2)Cl)Cl)OC,CHEMBL201331,1
CC1=CC=C(C=C1)S(=O)(=O)O.C1CC1NCC(=O)NCC2CCC3(CC2)OC4(C5CC6CC(C5)CC4C6)OO3,CHEMBL592498,1
CN(C(=O)COC(C1=CC=CC=C1)P(=O)(O)O)O,CHEMBL2164258,1
C1COCCN1C2=C(N=C(O2)CNCCCNC3=C4C=CC(=CC4=NC=C3)Cl)CC5=CC=CC=C5,CHEMBL237115,1
CC1=CC=C(C=C1)C(=C)C2COC(OO2)C3=CC4=C(C(=C3)C)OC(=O)C(=C4)C(=O)OC,CHEMBL2029932,1
CC1=CC(=NC(=N1)NCCCCO)NCCCCNC2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL3819566,1
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CHEMBL76,1
C1CCN(CC1)C2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCN(CC4)CCNC5=C6C=CC(=CC6=NC=C5)Cl,CHEMBL452606,1
CC(CNC1=CN=C2C=C(C=CC2=C1)Cl)NC3=NC(=NC(=N3)NC4=CC(=CC(=C4)OC)OC)N5CCOCC5,CHEMBL594581,1
C1CC2(CCC1CNC(=O)CN3CCOCC3)OC4(C5CC6CC(C5)CC4C6)OO2.C(=C\C(=O)O)\C(=O)O,CHEMBL590590,1
CN1CCN(CC1)C(C2=CC=CC=C2)C(=O)NC3=C(C=C(C=C3)NC(=O)C4=CC5=CC=CC=C5C=C4)C(=O)C6=CC=CC=C6,CHEMBL595290,1
COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O,CHEMBL241608,1
C[C@]12CCC[C@]([C@@H]1C=C[C@]3([C@@H]2CC(=O)OC3)O)(C)C(=O)O,CHEMBL455749,1
CCCC(=O)NC1=C(C=CC(=C1)Cl)SC2=CC=CC=C2,CHEMBL371088,1
CC1(CCC(=O)N1CCCCCCNC2=C3C=CC(=CC3=NC=C2)Cl)C(=O)NC(C)(C)C,CHEMBL550201,1
CC1=CC=C(C=C1)C2=C(N(C3=C([N+]2=O)C=CC(=C3)OC)[O-])C#N,CHEMBL473109,1
CCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCN(CC3)CCC45CC6CC(C4)CC(C6)C5)C7CC7,CHEMBL3219285,1
CC(C)N1C=CN=C1NC(=NCC(C)(C)C)NC2=CC(=C(C=C2)Cl)Cl,CHEMBL1828764,1
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)CNC4=CN=CC=C4,CHEMBL1796426,1
CC1=C(SC2=C1C(=NC=N2)SC3=NN=C4N3C=CC=C4)C,CHEMBL2089273,1
CC(C)N=C(N)/N=C/1\NC(=O)CN1C2=C(C(=CC=C2)Cl)Cl,CHEMBL1830382,1
C1=CC=C(C=C1)C(=O)/C=C/C2=CN(N=C2C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=C(C=C4)Br,CHEMBL3416388,1
CC[C@@H]1C[C@](OO[C@@H]1CC(=O)OC)(C)C[C@@H](CC)C(=O)OC,CHEMBL217735,1
CO/C=C(\C1=CC=CC=C1/C=C/C=C/C2=CC(=CC=C2)F)/C(=O)OC,CHEMBL435635,1
CC1=CC(=NC(=N1)NCCCO)NCCCCNC2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL3818325,1
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,CHEMBL6966,1
CCN1C=NC2=C(N=C(N=C21)C#N)NC3=CC(=CC(=C3)F)F,CHEMBL567341,1
CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](CN2CCN(CC2)CC3=CC=C(C=C3)Cl)O,CHEMBL522477,1
COC1=CC=CC=C1/C=C/C(=O)C2=CC=CC=C2,CHEMBL104732,1
C1C(=O)N(/C(=N\N=C\C2=CN(N=C2C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=C(C=C4)Br)/S1)C5=CC=CC=C5,CHEMBL3416381,1
CC1=CC=C(C=C1)C2OOC(OO2)C3=CC=C(C=C3)C=NC4=C5C=CC(=CC5=NC=C4)Cl,CHEMBL1796421,1
C1=CC2=C(C=CN=C2C=C1Cl)NCCNC3=NC(=NC(=C3)N)N,CHEMBL2312440,1
CC(C)N\1CC(=O)N/C1=N\C(=NC2=CC(=C(C=C2)Cl)Cl)N3CCCC3,CHEMBL1830387,1
C[C@H]1C2(OOC3(OO2)[C@@H](CC[C@H](C3)/C(=N/O)/C)C)C[C@@H](CC1)/C(=N/O)/C,CHEMBL1272218,1
C1CCN(CC1)CCNC2=C3C=CC(=CC3=NC=C2)Cl,CHEMBL146616,1
COC1=C(C=C(C=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)NC4=CC(=CC(=C4)Cl)Cl)OC,CHEMBL466799,1
CC1(CC2=C(CN1)C(=CC(=C2I)OC)OC)C,CHEMBL510420,1
CC1=NC=C(C=C1)C2=CC(=CC(=C2)OC(F)(F)F)NC(=O)N3CCC4=CC(=C(C=C43)C(F)(F)F)OC,CHEMBL2169988,1
C1C(C1C(=O)C2=CC=C(C=C2)NCCN3C=NC4=CC=CC=C43)C5=CC=C(C=C5)Cl,CHEMBL1289445,1
CC1=CSC2=NC(=C(C(N12)C3=CC=C(C=C3)Cl)C(=O)/C=C/C4=CC=CC=C4)/C=C/C5=CC=CC=C5,CHEMBL2063355,1
CCN(CCOC1=CC=C(C=C1)C(=O)N2C/C(=C\C3=CC=CC=C3)/C(=O)/C(=C/C4=CC=CC=C4)/C2)CC.Cl,CHEMBL464493,1
CCC(C)C1=C2C(=CC(=C1)C3OCC(OO3)C(=C)C4=CC=C(C=C4)C)C=C(C(=O)O2)C(=O)OCC,CHEMBL2029935,1
CC1(CC2=C(C(C(=C(N2NC3=CC=C(C=C3)OC)N)C#N)C4=CC5=CC=CC=C5N=C4Cl)C(=O)C1)C,CHEMBL2040939,1
CC(=O)OC1=CC=CC2=C1NC3=C2C=CN=C3C4=C/C/5=C/C/C=C\CCCCN6CC[C@@H]4[C@]7(C6)[C@H]5N8CCCC/C=C\[C@H]8C7,CHEMBL579319,1
CO/C=C(\C1=CC=CC=C1CCCCC2=CC=CC=C2C(F)(F)F)/C(=O)OC,CHEMBL153841,1
CN(C)C(=O)NCC1CCC2(CC1)OC3(C4CC5CC(C4)CC3C5)OO2,CHEMBL604036,1
CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)OC)C3=CC4=CC=CC=C4N=C3N5CCOCC5,CHEMBL3786549,1
C1CCN(C1)C23CC(C(C(C2)C4=CC=CC=C4)C(C3)OC(=O)C5=CC=CC=C5)C6=CC=CC=C6,CHEMBL460449,1
C=C(C#N)C(C1=C(N=CC(=C1)C2=CC=CC=C2)Cl)O,CHEMBL440941,1
CC(=O)O[C@@H]1[C@@H]([C@@]2([C@H]3CC4=C(C=CO4)C(=C)[C@@H]3CC[C@]2(C([C@@H]1OC(=O)C)(C)C)O)C)OC(=O)C,CHEMBL517030,1
CC1=C(C(=O)C(=C(N1)C)Br)C2=CC=C(C=C2)OC3=CC=C(C=C3)OC(F)(F)F,CHEMBL512802,1
C[N+]1=CC=CC2=C1C3=C(S2)C=CC(=C3)N(C)C,CHEMBL223966,1
C[C@@H]1CC2[C@H](CO[C@]3(CCC(=O)C(=C)CC4[C@H]([C@@H]1OC(=O)C)[C@H]2C3O4)C)C,CHEMBL516690,1
CN(CCOC1=CC=C(C=C1)C(=O)N2C/C(=C\C3=CC=C(C=C3)Cl)/C(=O)/C(=C/C4=CC=C(C=C4)Cl)/C2)C.Cl,CHEMBL463639,1
CC1=C2[C@@H](C[C@H]1C3=COC=C3)O[C@H]4[C@@]2([C@@H]([C@@]5([C@H]6[C@H]4OC(=O)[C@@]6(C=CC5=O)C)C)CC(=O)OC)C,CHEMBL426690,1
C1CN(CCN1CCNC2=C3C=CC(=CC3=NC=C2)Cl)C(=O)C(=O)NCCCC4=NC=CN4,CHEMBL595494,1
C1C(=NN(C1(C(F)(F)F)O)C2=C3C=CC(=CC3=NC=C2)Cl)C4=CC=C(C=C4)C5=CC=CC=C5,CHEMBL201148,1
C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)C([C@@H]4CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)(C)C)C,CHEMBL452232,1
C1=CC2=C(C=CN=C2C=C1Cl)NCCO,CHEMBL31000,1
CCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)Cl)C(C)C,CHEMBL1958280,1
CCN(CC)CCCC(C)NC1=CC2=C(C=C1)C=C3C4=CC=CC=C4N=C3N2C,CHEMBL516390,1
CC1=CC=C(C=C1)C(=O)C2=CC3=C(C=CC(=C3)Br)OC2,CHEMBL369965,1
CC1=C(C(=O)C(=C(N1)C)Cl)C2=CC=C(C=C2)OC3=CC=C(C=C3)OC(F)(F)F,CHEMBL467584,1
C1CCC(CC1)N=C(C2=CC=CC=C2OC3=CC=CC=C3)NO,CHEMBL1859710,1
CN(C)CCNC1=NC(=NC(=N1)NCCNC2=C3C=CC(=CC3=NC=C2)Cl)N4CCCCC4,CHEMBL606361,1
CC1=CC(=NC(=N1)N2CCOCC2)N3CCN(CC3)C4=C5C=CC(=CC5=NC=C4)Cl,CHEMBL3818143,1
C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,CHEMBL400092,1
CC(=O)O[C@H]1CCC([C@]2([C@]1([C@H]3CC4=C(C=CO4)[C@@H]5[C@@H]3[C@H]([C@@H]2OC(=O)C)OC5=O)C)O)(C)C,CHEMBL517321,1
CC1=CC=C(O1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)NCCCCCCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL3103526,1
COC1=C(C=C(C=C1)C(=O)/C=C/C2=CC=NC3=CC=CC=C23)OC,CHEMBL221740,1
CC1=CC2=CC(=CC3=C2C(=N1)C=C(O3)C)OS(=O)(=O)C(F)(F)F,CHEMBL609003,1
CC(C)(C)C1=NC2=C(C=C(C=C2C=C1)OC)N(C)CCCNC(=O)N[C@H](CCCN=C(N)N)C(=O)O,CHEMBL426198,1
C1CN(CCN1CCNC2=C3C=CC(=CC3=NC=C2)Cl)C4=NC(=NC(=N4)N5CCOCC5)N6CCN(CC6)C=O,CHEMBL514275,1
C1=CC2=C(C=CN=C2C=C1Cl)NCCCN=CC3=C(NC4=C3C=C(C=C4)Cl)O,CHEMBL1689612,1
C1CN(CCN1CCNC2=C3C=CC(=CC3=NC=C2)Cl)C4=NC(=NC(=N4)NC5=CC=CC=C5)N6CCOCC6,CHEMBL455661,1
CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)C3=CC=C(C=C3)C(F)(F)F)C(F)(F)F.C(CC(=O)O)C(=O)O,CHEMBL1649705,1
CCC[C@@H]1[C@@H]([C@@H]2CC[C@H]([C@H]3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C,CHEMBL348620,1
C1CCN(C1)C2=CC=C(C=C2)C(=O)C3CC3C4=CC=C(C=C4)Cl,CHEMBL1290764,1
C1C(=O)N(C(S1)C2=CC=CC=C2)CCNC3=C4C=CC(=CC4=NC=C3)Cl,CHEMBL1812349,1
C[C@H]1C[C@H]2C[C@H]([C@@]([C@@H]3[C@@H]2[C@@H]4[C@@H]1CC[C@]([C@H]4CC3)(C)[N+]#[C-])(C)[N+]#[C-])C,CHEMBL353048,1
CC(C)(C)C1CCC2(CC1)CC3(CCCC3)OO2,CHEMBL395832,1
COC1=CC=C(C=C1)C(=O)C2=CC3=C(C=C(C=C3)OC)OC2,CHEMBL194699,1
CC(C)(CN)C1=NC(=C(N1)C2=NC(=NC=C2)N)C3=CC(=C(C=C3)Cl)O,CHEMBL529068,1
C1CCN(C1)CCCNC2=NC=C(C=C2)C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4,CHEMBL586583,1
CO/C=C(\C1=CC=CC=C1/C=C/C=C/C2=CC=CC=C2C#N)/C(=O)OC,CHEMBL423225,1
CC(C)C1=NC=C(C(=N1)C2CCC(CC2)CNC(=O)C3=CN=CC=C3)C4=CC=NC=C4,CHEMBL3637879,1
CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3)Cl,CHEMBL601970,1
C[C@@]12CCC[C@@]3([C@H]1CC[C@]45[C@@]3(CC[C@](C4)(C(=C)C5=O)OC)C)OC2=O,CHEMBL1170905,1
CN(C)C12CC(C(C(C1)C3=CC=CC=C3)C(C2)OC(=O)CN4CCCCC4)C5=CC=CC=C5,CHEMBL237612,1
CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)OCO3,CHEMBL434771,1
CN1CCC2=CC(=C3C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@H]7C8=CC(=C(O3)C=C8CCN7C)O4)O)OC,CHEMBL447886,1
CC1=CC=C(C=C1)S(=O)(=O)O.C1CC(CCC1N)NC(=O)CC2CCC3(CC2)OC4(C5CC6CC(C5)CC4C6)OO3,CHEMBL572195,1
C[C@]12CC[C@H]3CCC[C@H]([C@]3([C@H](O1)OC)OO2)CCOC(=O)C4=CC=CC=C4,CHEMBL79861,1
C1=CC=C(C(=C1)N2C(=O)C(=O)N(C2=S)CCNC3=C4C=CC(=CC4=NC=C3)Cl)Cl,CHEMBL466228,1
CC(CCCNC(=O)NC(=O)NCCCC(C)NC1=C2C(=CC(=C1)OC)C=CC=N2)NC3=C4C(=CC(=C3)OC)C=CC=N4.Cl.Cl,CHEMBL3216617,1
C[C@@H]1C2CC[C@@]([C@@H]3[C@H]2C4[C@](CC[C@H](C(=C)CC3O4)O)(OC1=O)C)(C)OC(=O)C,CHEMBL478946,1
COC1=C(C2=C3[C@H](CC4=CC(=C(C=C42)OC)O)NCCC3=C1)OC,CHEMBL464098,1
COC1=C(C(=CC=C1)OC)C(=O)/C=C\C2=CC=C(C=C2)Cl,CHEMBL143946,1
C1=CC2=C(C=C1C(=N)N)OC(=C2)CCCCCC3=CC4=C(O3)C=C(C=C4)C(=N)N,CHEMBL239072,1
CN(C)CCNC1=NC(=NC(=N1)NCCNC2=C3C=CC(=CC3=NC=C2)Cl)N4CCOCC4,CHEMBL606351,1
C1CCN(C1)C2=CC=C(C=C2)C(=O)/C=C/C3=CC=C(C=C3)Cl,CHEMBL447047,1
CN(C)C1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=CC=CC=C3,CHEMBL139814,1
CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,CHEMBL1753,1
CC1=NC2=C(N1C3CCN(CC3)C(=O)CC4=CC(=CC=C4)OC)C=C(C=C2)F,CHEMBL525702,1
CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C,CHEMBL26559,1
C/C(=N\NC(=S)NCCNC1=C2C=CC(=CC2=NC=C1)Cl)/CC(=O)C3=CC=C(C=C3)Br,CHEMBL250155,1
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Br,CHEMBL282275,1
CC1(CC2=C(CN1)C(=CC(=C2C3=CC=C(C=C3)O)OC)OC)C,CHEMBL453307,1
COC1=C(C=C2C=[N+]3CCC4=CC(=C(C=C4C3=CC2=C1)OC)O)OC,CHEMBL220527,1
CCN(CC)CCCCC(CCCCN(CC)CC)OC1=C2C=CC(=CC2=NC=C1)Cl,CHEMBL519493,1
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,CHEMBL455758,1
CC1=CC[C@@]2([C@H]1[C@@H]3[C@@H]([C@H](CC2=C)OC(=O)C)C(=C)C(=O)O3)O,CHEMBL1172949,1
C\1NC/C(=C\C2=CC=C(C=C2)Cl)/C(=O)/C1=C/C3=CC=C(C=C3)Cl,CHEMBL347880,1
CC(C)(C)CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC=C3,CHEMBL536678,1
C1=CC(=CC2=C1C=CN=C2N)OC3=CC=NC=C3,CHEMBL529152,1
CC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CN(N=N2)C3=C4C=CC(=CC4=NC=C3)Cl)OC,CHEMBL1289100,1
CN(C)CCCN(CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl)CCCN(C)C,CHEMBL456042,1
